epoch,train_loss,train_acc,dev_loss,dev_acc
0,1.099643424153328,0.30078125,1.0990467468897502,0.280303031206131
1,1.0993654280900955,0.30078125,1.098894476890564,0.3702651560306549
2,1.0991451740264893,0.26953125,1.0987825393676758,0.3712121248245239
3,1.0990544855594635,0.296875,1.0985401471455891,0.35132576028505963
4,1.0988033711910248,0.44140625,1.0979704062143962,0.4734848539034526
5,1.099469542503357,0.3125,1.0986348390579224,0.39299242695172626
6,1.0995216965675354,0.296875,1.098786195119222,0.27840909361839294
7,1.0994191318750381,0.2421875,1.0989141464233398,0.21590909361839294
8,1.0989818423986435,0.2109375,1.09894065062205,0.2869318226973216
9,1.0990000665187836,0.27734375,1.0992122888565063,0.2556818226973216
10,1.0989604443311691,0.21484375,1.0995480219523113,0.25757576028505963
11,1.0995322465896606,0.28515625,1.0991002321243286,0.26704545815785724
12,1.0985271334648132,0.390625,1.099355657895406,0.25757576028505963
13,1.098177507519722,0.41015625,1.0996793905893962,0.25757576028505963
14,1.0982317626476288,0.4140625,1.100223143895467,0.2376893957455953
15,1.099140152335167,0.29296875,1.0997629563013713,0.2774621248245239
16,1.0980700701475143,0.4140625,1.1008918682734172,0.21780303120613098
17,1.0999460220336914,0.29296875,1.1005860169728596,0.2376893957455953
18,1.0976678878068924,0.4140625,1.1006752252578735,0.21780303120613098
19,1.0998713672161102,0.29296875,1.100363294283549,0.2376893957455953
20,1.0992010980844498,0.29296875,1.1012134154637654,0.19791666666666666
21,1.0990175306797028,0.29296875,1.099534233411153,0.25757576028505963
22,1.0979482978582382,0.4140625,1.1007250944773357,0.21780303120613098
23,1.0987859070301056,0.29296875,1.1002912123998005,0.2376893957455953
24,1.0984150022268295,0.2890625,1.100455641746521,0.2566287914911906
25,1.0979896634817123,0.3671875,1.1005682945251465,0.2376893957455953
26,1.0979922115802765,0.41015625,1.101287603378296,0.25757576028505963
27,1.0986167341470718,0.29296875,1.1011027097702026,0.25757576028505963
28,1.0978534370660782,0.40234375,1.1003503402074177,0.2774621248245239
29,1.098135232925415,0.29296875,1.1008083025614421,0.25757576028505963
30,1.0975955128669739,0.3984375,1.1012014547983806,0.2376893957455953
31,1.0983388274908066,0.29296875,1.1026514768600464,0.2774621248245239
32,1.0977486222982407,0.27734375,1.1017704804738362,0.25757576028505963
33,1.1011042147874832,0.29296875,1.1015594005584717,0.25757576028505963
34,1.101174145936966,0.29296875,1.100640892982483,0.2774621248245239
35,1.098128855228424,0.2890625,1.1007450024286907,0.26704545815785724
36,1.0976896733045578,0.22265625,1.102134068806966,0.25757576028505963
37,1.097339317202568,0.40234375,1.101992925008138,0.2376893957455953
38,1.097034826874733,0.4140625,1.101572076479594,0.25757576028505963
39,1.097043052315712,0.4140625,1.101555625597636,0.2774621248245239
40,1.101693034172058,0.29296875,1.1017593542734783,0.2376893957455953
41,1.1010314971208572,0.29296875,1.101827065149943,0.21780303120613098
42,1.1013752818107605,0.29296875,1.1007846196492512,0.2774621248245239
43,1.097521886229515,0.4140625,1.1016944646835327,0.25757576028505963
44,1.0968731790781021,0.4140625,1.1018856366475422,0.2376893957455953
45,1.0985707938671112,0.29296875,1.1002622445424397,0.2774621248245239
46,1.1011315733194351,0.29296875,1.1010958751042683,0.2774621248245239
47,1.0969050377607346,0.4140625,1.1031620105107625,0.2376893957455953
48,1.0966849029064178,0.4140625,1.1029373009999592,0.2376893957455953
49,1.101065307855606,0.29296875,1.1011558771133423,0.2774621248245239
50,1.0986873358488083,0.29296875,1.1024016936620076,0.25757576028505963
51,1.1010808646678925,0.29296875,1.101435383160909,0.2774621248245239
52,1.1008018851280212,0.29296875,1.102295994758606,0.2376893957455953
53,1.0968201011419296,0.4140625,1.1021802028020222,0.21780303120613098
54,1.1007002592086792,0.29296875,1.1001253128051758,0.2973484893639882
55,1.0987605452537537,0.29296875,1.0997240543365479,0.2774621248245239
56,1.096966713666916,0.4140625,1.1010664701461792,0.2774621248245239
57,1.0986463874578476,0.29296875,1.1002457936604817,0.2973484893639882
58,1.0968080461025238,0.4140625,1.1006441911061604,0.2973484893639882
59,1.1010915040969849,0.29296875,1.1002274751663208,0.2774621248245239
60,1.0982948243618011,0.29296875,1.1027424335479736,0.25757576028505963
61,1.096989780664444,0.4140625,1.1018215417861938,0.2774621248245239
62,1.0983336567878723,0.29296875,1.100747545560201,0.2774621248245239
63,1.0970670878887177,0.4140625,1.1024297873179119,0.2376893957455953
64,1.0981653034687042,0.29296875,1.1021755933761597,0.25757576028505963
65,1.0966528803110123,0.4140625,1.102765440940857,0.2376893957455953
66,1.0964187979698181,0.4140625,1.102942983309428,0.2376893957455953
67,1.0978627353906631,0.29296875,1.1018447875976562,0.2774621248245239
68,1.1017838567495346,0.29296875,1.1023953358332317,0.25757576028505963
69,1.0969105511903763,0.4140625,1.1031532684961955,0.2774621248245239
70,1.0980040729045868,0.29296875,1.1037568648656209,0.2376893957455953
71,1.0967131853103638,0.4140625,1.1023709774017334,0.25757576028505963
72,1.0965398252010345,0.4140625,1.1037557522455852,0.2774621248245239
73,1.0963162332773209,0.4140625,1.105547269185384,0.21780303120613098
74,1.0977813452482224,0.29296875,1.1028546492258708,0.25757576028505963
75,1.097467377781868,0.29296875,1.1039523681004841,0.21780303120613098
76,1.0972583889961243,0.29296875,1.1039219697316487,0.2376893957455953
77,1.0970537960529327,0.29296875,1.1036590735117595,0.25757576028505963
78,1.0964176058769226,0.3984375,1.1018940210342407,0.25757576028505963
79,1.1028292179107666,0.29296875,1.1045725345611572,0.25757576028505963
80,1.1024314612150192,0.29296875,1.1023130814234416,0.2774621248245239
81,1.0972938239574432,0.29296875,1.10153333346049,0.19696969787279764
82,1.0969247668981552,0.23828125,1.103277365366618,0.28882576028505963
83,1.096700295805931,0.37109375,1.1013095378875732,0.3702651560306549
84,1.0968662947416306,0.26953125,1.1045965751012166,0.22821969787279764
85,1.1022671461105347,0.25390625,1.102173646291097,0.3589015205701192
86,1.096642181277275,0.25,1.102506200472514,0.31060606241226196
87,1.102681651711464,0.30078125,1.102198839187622,0.3503787914911906
88,1.0970676392316818,0.30078125,1.1013400952021282,0.3390151560306549
