epoch,train_loss,train_acc,dev_loss,dev_acc
89,1.1022624224424362,0.2421875,1.1011985937754314,0.3702651560306549
90,1.0966494977474213,0.26953125,1.1030038197835286,0.3503787914911906
91,1.0963612496852875,0.42578125,1.1017613013585408,0.3797348539034526
92,1.096927672624588,0.3046875,1.1029728253682454,0.3797348539034526
93,1.0959198772907257,0.42578125,1.0995107889175415,0.32007576028505963
94,1.0958159565925598,0.42578125,1.1034177939097087,0.32007576028505963
95,1.0955957770347595,0.42578125,1.10189954439799,0.3598484893639882
96,1.1026437133550644,0.3046875,1.1061035792032878,0.3001893957455953
97,1.0956223905086517,0.42578125,1.1007462739944458,0.3598484893639882
98,1.0972461700439453,0.3046875,1.1050214370091755,0.280303031206131
99,1.0955825448036194,0.42578125,1.1022122701009114,0.3399621248245239
