epoch,train_loss,train_acc,dev_loss,dev_acc
0,1.138366460800171,0.24609375,1.1385709444681804,0.21780303120613098
1,1.1421275734901428,0.2578125,1.1280756791432698,0.3087121248245239
2,1.1185711175203323,0.28125,1.0951194763183594,0.3910984893639882
3,1.1108995079994202,0.25390625,1.0943225224812825,0.40340909361839294
4,1.0913439691066742,0.4453125,1.0956629912058513,0.4128787914911906
5,1.0913025587797165,0.4375,1.1013721227645874,0.39204545815785724
6,1.0779372453689575,0.46484375,1.060441017150879,0.5757575829823812
7,1.0519013851881027,0.50390625,1.0631654262542725,0.5369318226973215
8,1.0671040266752243,0.45703125,1.0823081731796265,0.45454545815785724
9,1.0560363456606865,0.3984375,1.072308858235677,0.42329545815785724
10,1.0700301453471184,0.41796875,1.0269691745440166,0.6363636453946432
11,1.0475074872374535,0.43359375,1.037219802538554,0.4753787914911906
12,1.0320777595043182,0.47265625,1.0495105981826782,0.4753787914911906
13,1.0204517468810081,0.4453125,1.0274416605631511,0.45454545815785724
14,1.004296712577343,0.6015625,1.036829670270284,0.5265151560306549
15,1.0129688531160355,0.4921875,1.0126017133394878,0.5255681872367859
16,1.00406464189291,0.53125,1.0168203115463257,0.6382575829823812
17,1.0098694860935211,0.50390625,1.0004995663960774,0.6496212085088094
18,0.9635018035769463,0.671875,0.9892521897951762,0.5265151560306549
19,0.985462561249733,0.55078125,1.016036828358968,0.5681818226973215
20,0.9687245786190033,0.546875,0.970673402150472,0.6373106042544047
21,0.9749304205179214,0.5703125,0.95828777551651,0.5984848539034525
22,0.9435148164629936,0.73828125,0.9850961168607076,0.5549242496490479
23,0.9605339542031288,0.61328125,0.9647135535875956,0.6392045418421427
24,0.9506589472293854,0.625,0.9830502072970072,0.6287878751754761
25,0.9478339180350304,0.6484375,0.9498801032702128,0.6098484893639883
26,0.9199381843209267,0.68359375,0.9406026204427084,0.6401515205701193
27,0.9415318965911865,0.6328125,0.9271049896876017,0.6998106042544047
28,0.9217900633811951,0.671875,0.9205952286720276,0.7310606042544047
29,0.919889934360981,0.6796875,0.9652797182401022,0.6515151560306549
30,0.8987533748149872,0.68359375,0.9383835395177206,0.6297348539034525
31,0.9153682440519333,0.63671875,0.8977442383766174,0.7727272709210714
32,0.9091114774346352,0.67578125,0.9003967444101969,0.7528409163157145
33,0.8975515961647034,0.6796875,0.8947373827298483,0.7414772709210714
34,0.8831962868571281,0.68359375,0.9103375673294067,0.7234848539034525
35,0.8729302883148193,0.80859375,0.8776166439056396,0.7935606042544047
36,0.8844651579856873,0.69921875,0.8762097756067911,0.7727272709210714
37,0.8796981051564217,0.6875,0.9066330989201864,0.7424242496490479
38,0.8533760756254196,0.828125,0.9009077747662863,0.6505681872367859
39,0.8449177443981171,0.8359375,0.8750107089678446,0.7017045418421427
40,0.8699543997645378,0.6875,0.8459856510162354,0.783143937587738
41,0.8357883766293526,0.85546875,0.902491013209025,0.6609848539034525
42,0.8444420620799065,0.734375,0.8416805863380432,0.7945075829823812
43,0.8202284425497055,0.83984375,0.8530158003171285,0.7310606042544047
44,0.8340607807040215,0.734375,0.8302893241246542,0.7935606042544047
45,0.8418648988008499,0.71875,0.8611332575480143,0.6723484893639883
46,0.8367898166179657,0.69921875,0.8606653412183126,0.7320075829823812
47,0.8033134266734123,0.85546875,0.8480384548505148,0.8039772709210714
48,0.8255387544631958,0.71484375,0.8486485481262207,0.783143937587738
49,0.8281453773379326,0.74609375,0.8061087131500244,0.7727272709210714
50,0.7968131303787231,0.83984375,0.859774112701416,0.6912878751754761
51,0.7793501317501068,0.875,0.8387945890426636,0.7111742496490479
52,0.8272866383194923,0.75,0.8440156181653341,0.6922348539034525
53,0.8081593438982964,0.74609375,0.8213216265042623,0.7424242496490479
54,0.7986204028129578,0.75,0.863028903802236,0.7632575829823812
55,0.7950914800167084,0.765625,0.7932611505190531,0.8030303120613098
56,0.7873972579836845,0.7578125,0.8303319414456686,0.7234848539034525
57,0.7845946922898293,0.8671875,0.7619533936182658,0.8333333333333334
58,0.7978914901614189,0.76171875,0.7699698408444723,0.8446969787279764
59,0.785375140607357,0.7421875,0.7765411138534546,0.8352272709210714
60,0.7804693281650543,0.76171875,0.7865530848503113,0.8049242496490479
61,0.7711482644081116,0.890625,0.7785469889640808,0.814393937587738
62,0.780555859208107,0.75,0.7730655868848165,0.8655303120613098
63,0.7677574902772903,0.7578125,0.7459205389022827,0.8759469787279764
